"General", "Aviation"
"B744", "ABW"
"B744", "AFR"
"B744", "AZQ"
"B744", "BAW"
"B744", "BBR"
"B744", "CAL"
"B744", "CCA"
"B744", "CKK"
"B744", "CKS"
"B744", "CLX"
"B744", "CSN"
"B744", "DHK"
"B744", "ELY"
"B744", "EVA"
"B744", "GSS"
"B744", "GTI"
"B744", "GWL"
"B744", "ICL"
"B744", "ICV"
"B744", "JAE"
"B744", "JAL"
"B744", "JGO"
"B744", "KAL"
"B744", "KLM"
"B744", "MAS"
"B744", "MPH"
"B744", "NCA"
"B744", "PAC"
"B744", "SQC"
"B744", "SVA"
"B744", "TAY"
"B744", "TCG"
"B744", "UAE"
"B744", "UPS"
"B744", "YZR"
"B752", "AAL"
"B752", "AAY"
"B752", "ABQ"
"B752", "AHY"
"B752", "AIZ"
"B752", "AMX"
"B752", "APW"
"B752", "ARW"
"B752", "AVA"
"B752", "AVE"
"B752", "AWE"
"B752", "BAL"
"B752", "BBR"
"B752", "BCS"
"B752", "BER"
"B752", "BHP"
"B752", "BIE"
"B752", "BLX"
"B752", "BPA"
"B752", "BTI"
"B752", "BZS"
"B752", "CFG"
"B752", "COA"
"B752", "CSH"
"B752", "CSN"
"B752", "CXN"
"B752", "DAL"
"B752", "DBR"
"B752", "DHX"
"B752", "DJT"
"B752", "EAL"
"B752", "EIN"
"B752", "ELY"
"B752", "EMI"
"B752", "EMR"
"B752", "ERO"
"B752", "ETH"
"B752", "EXS"
"B752", "FAG"
"B752", "FAM"
"B752", "FDX"
"B752", "FIF"
"B752", "FIN"
"B752", "FWA"
"B752", "GJT"
"B752", "GLG"
"B752", "GRL"
"B752", "HLN"
"B752", "HMY"
"B752", "IBE"
"B752", "ICE"
"B752", "KFY"
"B752", "KIW"
"B752", "KJC"
"B752", "KZR"
"B752", "LTU"
"B752", "MMZ"
"B752", "MON"
"B752", "MOV"
"B752", "MPH"
"B752", "MXA"
"B752", "MYT"
"B752", "PTI"
"B752", "PUA"
"B752", "PVG"
"B752", "ROM"
"B752", "SAY"
"B752", "SDO"
"B752", "SEY"
"B752", "SKY"
"B752", "SLB"
"B752", "SSV"
"B752", "SVK"
"B752", "SWI"
"B752", "SWV"
"B752", "SXS"
"B752", "SYC"
"B752", "TCV"
"B752", "TCX"
"B752", "TEJ"
"B752", "TOM"
"B752", "TRA"
"B752", "TSC"
"B752", "TWA"
"B752", "UAL"
"B752", "UPS"
"B752", "UTA"
"B752", "VLE"
"B752", "VLO"
"B752", "XAS"
"B752", "XLA"
"B763", "AAL"
"B763", "AAR"
"B763", "ABB"
"B763", "ABN"
"B763", "ABX"
"B763", "ABZ"
"B763", "ACA"
"B763", "AEA"
"B763", "AEY"
"B763", "AFF"
"B763", "AFL"
"B763", "AGA"
"B763", "AGN"
"B763", "AHS"
"B763", "AHY"
"B763", "ALM"
"B763", "AMX"
"B763", "AMZ"
"B763", "ANA"
"B763", "ANG"
"B763", "ANZ"
"B763", "ARC"
"B763", "ARW"
"B763", "AUA"
"B763", "AUI"
"B763", "AUZ"
"B763", "AVA"
"B763", "AVE"
"B763", "AWC"
"B763", "AZA"
"B763", "AZG"
"B763", "BAL"
"B763", "BAW"
"B763", "BBR"
"B763", "BHA"
"B763", "BHP"
"B763", "BLX"
"B763", "BPA"
"B763", "BRU"
"B763", "BWA"
"B763", "CCA"
"B763", "CES"
"B763", "CFG"
"B763", "CHH"
"B763", "CIB"
"B763", "CNS"
"B763", "CRL"
"B763", "CSH"
"B763", "DAH"
"B763", "DAL"
"B763", "DCA"
"B763", "DHK"
"B763", "DLH"
"B763", "EBA"
"B763", "ECN"
"B763", "ELY"
"B763", "EMI"
"B763", "EMR"
"B763", "ETD"
"B763", "ETH"
"B763", "EUK"
"B763", "FDX"
"B763", "FRR"
"B763", "FUN"
"B763", "FWL"
"B763", "GAL"
"B763", "GFA"
"B763", "GIA"
"B763", "GRE"
"B763", "GSM"
"B763", "GTI"
"B763", "HAL"
"B763", "HLN"
"B763", "HVN"
"B763", "IAW"
"B763", "IBE"
"B763", "ISR"
"B763", "JAF"
"B763", "JAL"
"B763", "JGO"
"B763", "KLM"
"B763", "KQA"
"B763", "KZR"
"B763", "LAN"
"B763", "LCO"
"B763", "LDA"
"B763", "LLB"
"B763", "LOT"
"B763", "LTU"
"B763", "MAA"
"B763", "MAH"
"B763", "MDG"
"B763", "MGL"
"B763", "MMZ"
"B763", "MON"
"B763", "MPH"
"B763", "MSR"
"B763", "MXA"
"B763", "MYT"
"B763", "NAO"
"B763", "NOS"
"B763", "NWS"
"B763", "OAE"
"B763", "OOM"
"B763", "PRY"
"B763", "PUA"
"B763", "PVG"
"B763", "PVI"
"B763", "QFA"
"B763", "RAM"
"B763", "RBA"
"B763", "RKA"
"B763", "ROM"
"B763", "ROU"
"B763", "SAB"
"B763", "SAS"
"B763", "SBI"
"B763", "SDM"
"B763", "SEY"
"B763", "SGR"
"B763", "SUN"
"B763", "SVW"
"B763", "SWI"
"B763", "SYC"
"B763", "SYR"
"B763", "SYT"
"B763", "TAM"
"B763", "TBA"
"B763", "TCX"
"B763", "TEJ"
"B763", "TFL"
"B763", "TNA"
"B763", "TOM"
"B763", "TSO"
"B763", "TUA"
"B763", "TUS"
"B763", "UAL"
"B763", "UDN"
"B763", "UPS"
"B763", "UZB"
"B763", "VLE"
"B763", "XAS"
"B772", "AAL"
"B772", "AAR"
"B772", "ACA"
"B772", "AFR"
"B772", "AIC"
"B772", "ANZ"
"B772", "AUA"
"B772", "AUH"
"B772", "AZA"
"B772", "BAW"
"B772", "CCA"
"B772", "COA"
"B772", "CPA"
"B772", "CSN"
"B772", "DAL"
"B772", "ELY"
"B772", "HVN"
"B772", "KAC"
"B772", "KAL"
"B772", "KLM"
"B772", "KQA"
"B772", "MAS"
"B772", "MMZ"
"B772", "MSR"
"B772", "ORB"
"B772", "PIA"
"B772", "REU"
"B772", "SIA"
"B772", "SVA"
"B772", "THA"
"B772", "UAE"
"B772", "UAL"
"B773", "ANA"
"B773", "CPA"
"B773", "JAL"
"B773", "KAL"
"B773", "SIA"
"B773", "THA"
"B773", "TSO"
"B773", "UAE"
"B773", "VOZ"
"B77L", "ACA"
"B77L", "AFR"
"B77L", "AIC"
"B77L", "BOX"
"B77L", "CKK"
"B77L", "CSN"
"B77L", "DAL"
"B77L", "ECN"
"B77L", "ETD"
"B77L", "ETH"
"B77L", "FDX"
"B77L", "GEC"
"B77L", "JGO"
"B77L", "KAL"
"B77L", "LCO"
"B77L", "NWS"
"B77L", "PIA"
"B77L", "PVI"
"B77L", "QTR"
"B77L", "REU"
"B77L", "SOO"
"B77L", "SUN"
"B77L", "SWI"
"B77L", "TAY"
"B77L", "TUA"
"B77L", "UAE"
"B77W", "AAL"
"B77W", "ACA"
"B77W", "AFL"
"B77W", "AFR"
"B77W", "AIC"
"B77W", "ANA"
"B77W", "ANZ"
"B77W", "AUH"
"B77W", "BAW"
"B77W", "CCA"
"B77W", "CPA"
"B77W", "ETD"
"B77W", "EVA"
"B77W", "GFA"
"B77W", "GIA"
"B77W", "JAI"
"B77W", "JAL"
"B77W", "KAL"
"B77W", "KLM"
"B77W", "MSR"
"B77W", "PAL"
"B77W", "PIA"
"B77W", "QTR"
"B77W", "REU"
"B77W", "SIA"
"B77W", "SVA"
"B77W", "TAM"
"B77W", "THA"
"B77W", "THY"
"B77W", "UAE"
"B77W", "VIR"
"B77W", "VOZ"
"B788", "AAL"
"B788", "ACA"
"B788", "AIC"
"B788", "AMX"
"B788", "ANA"
"B788", "BAW"
"B788", "CHH"
"B788", "CSN"
"B788", "ETD"
"B788", "ETH"
"B788", "JAF"
"B788", "JAL"
"B788", "JST"
"B788", "LAN"
"B788", "LOT"
"B788", "NAX"
"B788", "NLH"
"B788", "QTR"
"B788", "RBA"
"B788", "RJA"
"B788", "TOM"
"B788", "UAL"
""
"Military"
"A332", "RRR"
"C130", "ASY"
"C130", "SVF"
"C130", "CNV"
"C17", "RRR"
"C30J", "NOW"
"C30J", "RRR"
"C30J", "RCH"
"C5", "RCH"
"CL41", "CFC"
"E3CF", "RRR"
"EUFI", "RFR"
"F16", "BAF"
"F16", "RCH"
"F18", "RCH"
"G115", "CWL"
"G115", "WIT"
"G115", "UAC"
"G115", "UAS"
"HAWK", "LMG"
"HAWK", "SMZ"
"HAWK", "VYT"
"HAWK", "LEE"
"M339", "UAF"
"MG29", "BGF"
"MG29", "RFF"
"PC9", "ASY"
"PC9", "BAE"
"PC9", "WTN"
"SU27", "RFF"
"TOR", "GAF"
"TOR", "GNY"
"TOR", "LOS"
"TOR", "MRH"
"TUCA", "LOP"
""
""
